property_id,latitude,longitude,closest_station,distance
204418dd1edb1d9952ba304dc1633a2d,51.5023211,-0.0127598,South Quay DLR Station,0.34
6bd7b7f2484c7445a89a84dc0e78c3e9,51.4405217,-0.1674001,Tooting Bec Underground Station,0.76
86c6095143d0c614a7355098421c6542,51.4974289,-0.0335839,Heron Quays DLR Station,1.07
64d7d9c592987b35433cff827482bc58,51.4548898,-0.3119611,Richmond Underground Station,1.19
8e0d59b740e5b7e964297b0f095fb7b5,51.5801995,-0.209824,Brent Cross Underground Station,0.47
84bffc29a86d960e1294bb9b14370c59,51.4644531,-0.1466759,Clapham Common Underground Station,0.65
3745c91e7a9af14d48a0ac8b0a2fd730,51.4390303,-0.1654362,Tooting Bec Underground Station,0.54
21da38860a44141b2e07ea3c6ed42f74,51.5874234,-0.0058466,Walthamstow Central Underground Station,1.09
4e778f36db5632a85e8a7c8cdefdf136,49.205031,-122.8342661,,
dd5e4ad251b264addf6fa7e9ced255ee,51.464116,-0.1025749,Brixton Underground Station,0.87
ac2bb3f48f3f873bf3d9910404da2da9,51.5234505,-0.1003176,Barbican Underground Station,0.39
3c28cf99a235a45d3c29eb14047b6da4,51.557356,-0.1032715,Arsenal Underground Station,0.32
1c81e1b654bd1af146a501c09bc9dd31,51.464116,-0.1025749,Brixton Underground Station,0.87
df6780b3f53d466b9079651f389f456b,51.5215552,-0.1191127,Russell Square Underground Station,0.4
243368cb98e4acd7fb5f2de5d14800c4,51.4957528,-0.2053284,Kensington (Olympia) Underground Station,0.39
2490fb531cf46d1823f6b25952081455,51.5080941,0.0196766,IFS Cloud Royal Docks,0.15
baca3f338a20b13614cc2540bc509b6b,51.453501,-0.1297924,Clapham Common Underground Station,1.09
fa04d9ff3038987639f49ad172a1fe0f,51.4939569,-0.1908765,Earl's Court Underground Station,0.27
a933839ac4365182cb1073a45dd22f2b,51.4995647,-0.0380175,Canada Water Underground Station,0.81
eada9b53c9ed4ce3072821498411efd3,51.4839683,-0.1023114,Kennington Underground Station,0.55
243368cb98e4acd7fb5f2de5d14800c4,51.4957528,-0.2053284,Kensington (Olympia) Underground Station,0.39
1a6e30bbe4837bf1ce9dc87c1bcda038,51.5037101,-0.0937472,Borough Underground Station,0.28
1b882ec9e4f7c1b8d01356dac367d3fc,51.5904256,-0.1032137,Turnpike Lane Underground Station,0.02
ea2f5e9211e15bf9ec295d7718235650,51.4805992,-0.2178135,Barons Court Underground Station,1.12
d95a28aec0d5f506c5b0c1ef06a0db30,51.4763316,-0.1054096,Oval Underground Station,0.78
90cf1d61b3263617759ade9521ac5ecf,51.4174008,-0.1320286,,inf
efb48516758042edd729d2c9b0689af9,51.5945554,-0.147448,East Finchley Underground Station,1.47
26ad0013c3532d5366b13ff3396a281f,51.5752821,-0.0081974,Walthamstow Central Underground Station,1.18
8d64fd9cc86c52074b7fe08aa1ca93f9,51.5328644,-0.0873007,Old Street Underground Station,0.78
915c3d80b07321baa21edc94d224e58c,51.4293313,-0.1515794,Tooting Bec Underground Station,0.91
e0b7d32da23b60edd180b3ce766a55b3,51.5086937,-0.1484713,Green Park Underground Station,0.44
4adb568b2ab74b51ca4754a4ae1a7696,51.5028723,-0.0144318,Canary Wharf Underground Station,0.27
2c6f6c2aea7866c391f074d3237366c7,51.5671917,-0.0301907,Walthamstow Central Underground Station,1.89
aa27d31581ebec8709bd13ee181c307d,51.4978659,-0.2654253,Chiswick Park Underground Station,0.4
0400819ab14abe235bae2da22cff79be,51.4879297,-0.2794147,Gunnersbury Underground Station,0.52
5ca5ba169cf3b3b58a32bd5cc17274cb,51.4169857,-0.1593509,Colliers Wood Underground Station,1.31
13d48f3215a2554751ef98865a8b4e46,51.4886951,-0.2891495,Gunnersbury Underground Station,1.02
1ffc55ea3c6ce7c0a70538d48568ad8b,51.4520392,-0.158315,Clapham South Underground Station,0.75
909e1f99844115b0f7b6cc143a449373,51.4925435,-0.102503,Elephant & Castle Underground Station,0.26
ebf4231d3448e6e0a86dd3bdb558307c,51.4721914,-0.1653343,Battersea Power Station Underground Station,1.83
cc506321d8917135df37314a4e74be69,51.4925435,-0.102503,Elephant & Castle Underground Station,0.26
b76d600f6a8f44a52a0620246320152d,51.5036222,-0.0771192,Tower Hill Underground Station,0.71
393e29dc7e4643e453cf00ae187b6047,51.4925435,-0.102503,Elephant & Castle Underground Station,0.26
ef7340b882fac7bb3fde29614f4071d8,51.4567625,-0.1094128,Brixton Underground Station,0.75
5dc13857a0e1d2c04dcd5131c27a0cc5,51.5441676,-0.1659483,Swiss Cottage Underground Station,0.62
6a721c99f3ba19ec0d95418eac9a5d18,51.5471648,-0.1910827,West Hampstead Underground Station,0.06
ff247f5c3e41abb85538d88054b1e35d,51.5354274,-0.1812017,St. John's Wood Underground Station,0.51
cb59863fd3237ebe0f477b304a885d08,51.5958836,-0.2470422,Colindale Underground Station,0.21
b8d28f4b5aa7d15e1c1da3a5f293a878,51.5952504,-0.2478083,Colindale Underground Station,0.15
8752d899170678888389138be8c7be35,51.47732329999999,-0.0501357,Deptford Bridge DLR Station,1.96
9fe5a23eb2461d204e00c662490767b2,51.51567989999999,-0.0033125,East India DLR Station,0.71
a76c9a2c13f351b94109719b39ad363c,51.5115793,-0.180241,Lancaster Gate Underground Station,0.33
15f54c051ecd1394b15cb2c1a266ddda,51.5115793,-0.180241,Lancaster Gate Underground Station,0.33
cb7b77907121464cfd5c115c562d2f3a,51.5115247,-0.1818382,Queensway Underground Station,0.39
8e64f2b6f82ec60314704e36fe42f8ae,51.5471592,-0.1898288,West Hampstead Underground Station,0.1
7d9f41f3a6d85785cb7c31b43aa24fb8,51.4909665,-0.0390064,Canada Water Underground Station,1.06
c2c6ec2b996973b747c5c1801816ac02,51.510988,0.012221,Canning Town Underground Station,0.4
87f543d6ff3df9fcee4549dd1ed154ef,51.5954872,-0.2474412,Colindale Underground Station,0.17
41127b3115b0c6ab2d38a7c35124a855,51.5576562,-0.219779,Willesden Green Underground Station,0.95
a1cca2842b8b880e5f3a13c67ef5f93f,51.4667243,-0.2515964,,inf
65548ca53b46825de59bd2299aeb5f42,51.5248299,-0.3086405,Ealing Broadway Underground Station,1.2
0441a74110554ad5d8f04126db2d8404,51.5441899,-0.1909479,West Hampstead Underground Station,0.27
a16044cb8fa27ca6b277ccebb6db9fb1,51.5954872,-0.2474412,Colindale Underground Station,0.17
5a7f65db65b57386ebda4c251b171861,51.5209465,-0.1541517,Baker Street Underground Station,0.3
9f892bef5aec7fd6d28c2b54eb9c20ba,51.5544574,-0.1933721,West Hampstead Underground Station,0.88
e13393fdf7c61cc0eee604a36507644b,51.5306215,-0.075623,Old Street Underground Station,1.0
9695900cd134b5b63ee600fe6525afcc,51.4901708,-0.0481725,Canada Water Underground Station,0.87
0ed73a9f011ebc28a8093789ac2cd9d5,51.5393576,-0.199183,Kilburn Park Underground Station,0.6
9d83721adc201fc355e897c4079bd016,51.4720147,-0.1314618,Stockwell Underground Station,0.61
c8222563f99ce58657fb9d5e104e20e3,51.5079652,-0.1495281,Green Park Underground Station,0.48
c8222563f99ce58657fb9d5e104e20e3,51.5079652,-0.1495281,Green Park Underground Station,0.48
a16f25eff53114c3bac07b5b4408d236,51.5136687,-0.1510876,Bond Street Underground Station,0.12
9e34e185f18f1c12eb0e94d6e3f8ded4,51.4050826,-0.1817836,Phipps Bridge Tram Stop,0.12
cb6baba9b637a4ecdee44a8b91037c3d,51.4720147,-0.1314618,Stockwell Underground Station,0.61
9c292ecca3aec14102c08aa2fe28607f,51.5514526,-0.1998518,Kilburn Underground Station,0.56
3e6a4a7ab4311c942564b86117ca566b,51.5245575,-0.0561695,Bethnal Green Underground Station,0.3
3bb5e47a8c53aac9715c02341114dbf5,51.5220875,-0.2579759,North Acton Underground Station,0.2
28465c37e5f57df9867f1b2c3ae031bd,51.4788782,-0.1843397,Fulham Broadway Underground Station,0.78
417c491b73e42d6c3a99de06ae6fd55a,51.5220875,-0.2579759,North Acton Underground Station,0.2
d7ceef9e2f48919b7610f6d05bf7a844,51.5150933,-0.1655573,Marble Arch Underground Station,0.49
3d0cad9d457a0d31aa2d4e86d2d417f6,51.4961618,-0.0893105,Borough Underground Station,0.63
4a150e3347dbee4a90e549b05548c80b,51.5220875,-0.2579759,North Acton Underground Station,0.2
04dfacee93919797f9795826e7680fff,51.5745725,-0.1028564,Manor House Underground Station,0.63
d72483961de72b0c1859b5333de03395,51.5220875,-0.2579759,North Acton Underground Station,0.2
cf606325c32f363f00ae0ba0861ebfb4,51.5014203,-0.1862694,High Street Kensington Underground Station,0.45
1f1c25ce04cd6f5533ab58929057f2e1,51.4762541,-0.0382132,Deptford Bridge DLR Station,1.12
753fa55a4c0c403a8bda86a7933f736c,51.5673528,-0.2277632,Brent Cross Underground Station,1.43
c7969edf74298f377ccf0a4449d05836,51.5480379,-0.1993611,Kilburn Underground Station,0.35
873ba5493312d58e47b3405160261790,51.4834898,-0.1033471,Kennington Underground Station,0.57
ede5836e97ef3923c59c39b3b99a9db4,51.5368118,-0.1829807,St. John's Wood Underground Station,0.68
c6d478e595991429305371cb8ac7a4fe,51.5093101,0.0061385,Canning Town Underground Station,0.5
c3d06987d3e05448b5a26410c59e8022,51.5471509,-0.1705166,Swiss Cottage Underground Station,0.49
14e7d0b27c4e376a6877e267f30e7d35,51.5086937,-0.1484713,Green Park Underground Station,0.44
304538707a6c094dea81549988d59b10,51.5086937,-0.1484713,Green Park Underground Station,0.44
afa6e8bdddf71172383a59c0c855eb21,51.5146419,-0.0405464,Limehouse DLR Station,0.26
2898a5de5b748c73f0e2d8849542786d,51.4762541,-0.0382132,Deptford Bridge DLR Station,1.12
cfc9891bce3245b8533f41ee39434c27,51.5145337,-0.1563171,Marble Arch Underground Station,0.22
238048e66734e70f052491f43b857748,51.5600931,-0.1128191,Arsenal Underground Station,0.4
63590358070fc4509fab890d8c32fc12,51.4591643,-0.2934137,Richmond Underground Station,0.71
d64d8e7c8597393a88bee44677f3a351,51.5550343,-0.1418642,Tufnell Park Underground Station,0.31
32785a723696297a9883a8c4b85cda9d,51.49147259999999,-0.2063256,West Kensington Underground Station,0.11
88984f90809badb5c16440358d461ac8,51.5550343,-0.1418642,Tufnell Park Underground Station,0.31
2e8eea87bc13d8b28a4f321ade19baa0,51.5938819,-0.2335597,Colindale Underground Station,1.15
637aecafa8c3baa9b895a266fe009026,51.5471648,-0.1910827,West Hampstead Underground Station,0.06
dbda39ace5251342ad8326459b77edf7,51.5471648,-0.1910827,West Hampstead Underground Station,0.06
72d7fd95d181bc4c149a60b69e6ae713,51.5337871,-0.2038214,Queen's Park Underground Station,0.07
b8e1690d9c978c3fb7c5237e875df831,51.4868542,0.0061681,Island Gardens DLR Station,1.14
5e82ab844c8474f75bc6788559f1c22c,51.5209404,-0.2915105,North Ealing Underground Station,0.42
48c5abd86af55a48ce9db3b58764a94d,51.5313109,-0.0219659,Bow Church DLR Station,0.39
a9ce927b26c934099e1a330dddf63a3e,51.49000470000001,-0.116298,Vauxhall Underground Station,0.73
238048e66734e70f052491f43b857748,51.5600931,-0.1128191,Arsenal Underground Station,0.4
2fcd9218c8caf3a3815cd8afa8328ea4,51.5229155,-0.2001625,Westbourne Park Underground Station,0.21
14e7d0b27c4e376a6877e267f30e7d35,51.5086937,-0.1484713,Green Park Underground Station,0.44
a98405b1748586e2224214249ae59394,51.5315292,0.0048985,Abbey Road DLR Station,0.09
9ac071ba103fa55fd837cb2fd0d0f389,51.5107152,-0.1846614,Queensway Underground Station,0.18
f59e253ffe0ffbda234d85e098fb13d8,51.5585506,-0.0136048,Leyton Underground Station,0.6
922bfd4d07e349476efb913972c0b001,51.5180051,-0.2955572,North Ealing Underground Station,0.47
d852c24a627d7a948aeeea61950bee97,51.5209404,-0.2915105,North Ealing Underground Station,0.42
f9af80eaf0774d7b2f2042a32e003603,51.4609266,-0.0308043,Lewisham DLR Station,1.31
8b807d8f92a707dbd2275927232d7e58,51.5570824,-0.1628346,Belsize Park Underground Station,0.76
0ab9b808dcc99087ef5d81eaafa778d3,51.4935086,-0.1291848,Pimlico Underground Station,0.58
8f3baa5973877e324d4663fce8164dd1,51.4871264,-0.2874088,Gunnersbury Underground Station,0.99
cc9ac1b2b0e2781efaad38038aafc234,51.530243,-0.2485014,Willesden Junction Underground Station,0.37
b9dcec230bee17ef6e6c16e6dfe38874,51.4350596,-0.1498126,Tooting Bec Underground Station,0.69
fae409561692123eab90ef662ddd84a7,51.504173,-0.1945085,High Street Kensington Underground Station,0.37
d9f0874c55ad7433cff3a122ad60b1d8,51.5447215,-0.1292891,Caledonian Road Underground Station,0.86
910ed2a190a4a0e1f20fe9783bff6e4c,51.4979553,-0.1578332,Knightsbridge Underground Station,0.45
5f3b5000cd4e7490d33f5712e0408dcb,51.4571901,-0.165637,Clapham South Underground Station,1.35
f42fb7ceee4788ed16b20f2435ad79fc,51.5455627,-0.1798697,Finchley Road Underground Station,0.14
d791c77b76f29b3d6a8110343552569e,51.5001917,-0.2175344,Shepherd's Bush (Central) Underground Station,0.47
2ea8dc3dc393cedf6a77afa06d4d2da2,51.4603952,-0.1647629,Clapham South Underground Station,1.47
003f0ec93ff5f0488ed30d7fc6f209cb,51.5072059,-0.0277558,Westferry DLR Station,0.26
4ec856baeb4c6aed7df21e4bb169161d,51.531454,-0.0270195,Bow Road Underground Station,0.52
7472753b78167302ba545434b92e2baa,51.5448835,-0.029409,Stratford International DLR Station,1.37
7ebdee0c54eade6aa5b10046ec110649,51.557398,-0.0765499,,inf
040573062361dc1c7b7325eebc7d2b64,51.4408238,-0.1485732,Balham Underground Station,0.41
ce990a8c0f4427e52e0abce12e9d1f5d,51.5537569,-0.2437515,Dollis Hill Underground Station,0.38
68679974c18a5fcbd541dc539a3ff89d,51.53333809999999,-0.0499081,Bethnal Green Underground Station,0.78
0b235c2b5f70b1a32f336d1163f70a0c,51.4593151,-0.2142287,East Putney Underground Station,0.22
5c7ee08163ba78b2e7399dd202607c55,51.6168861,-0.0100403,,inf
5868056cbccb2d9fc83430ae261dd3e2,51.5072059,-0.0277558,Westferry DLR Station,0.26
2c8c602f91bf3af980e46efb7cfea93d,51.5072059,-0.0277558,Westferry DLR Station,0.26
106c2b457c90df3d00f109ca7c73cebb,51.4939792,0.0588946,Woolwich Arsenal DLR Station,0.84
cd202632146d2a4705bbfd8e522ad59c,51.5690976,-0.1137991,Finsbury Park Underground Station,0.73
10c9661dbf82d68860175fc1137365af,51.5284262,-0.0555531,Bethnal Green Underground Station,0.13
1715a07482dec96f3b6f454ec0bf047a,51.5593341,-0.0652193,,inf
8866b0241e9b70e5b432f41876c9e4da,51.5525873,-0.2389171,Dollis Hill Underground Station,0.07
60f479a461b5f5d0fbf33e02d958e6cc,51.4990296,-0.1379726,Tothill Street / St James's Park Station,0.21
ae271dde2cd72579bc8ea70a2ac52a6f,51.4594312,-0.2942931,Richmond Underground Station,0.65
7873a0c086cff75cf2e9e3ef934f0bd3,51.4839208,-0.1008013,Kennington Underground Station,0.61
f601ae91c861470154d4cb9e55e83d9f,51.5072059,-0.0277558,Westferry DLR Station,0.26
20bf1dbb3710f5e90ab9ab86f9815f7a,51.5951701,0.021617,South Woodford Underground Station,0.54
22cdac31d849169def4c175201ead10f,51.5088448,0.1177715,,inf
2627e641a240851418fa842e166ec1ea,51.5534101,-0.1436,Kentish Town Underground Station,0.4
eb469b41dbb8bd5bfe01f607a32d9d3e,51.5069109,-0.1385186,Green Park Underground Station,0.3
5bad21c9b96faf6a18197dceb7b41a8a,51.5051533,-0.3170984,Northfields Underground Station,0.67
d97d6fb008a4640f284c8ebf90bed17a,51.5148461,-0.335264,,inf
eb1dfe9cf31709c69deddc417960d679,55.8806153,-4.288356,Hillhead SPT Subway Station,0.68
43a2f98e753167dd34747db1e4df2b90,51.5086937,-0.1484713,Green Park Underground Station,0.44
022754ebda4c7b05bc045980ca6a7426,51.5306715,0.0107856,Plaistow Underground Station,0.47
a70bdf218659cf55a2cdd045d34226c2,51.4807167,-0.0951398,Kennington Underground Station,1.13
19eb5de39b03cf621722f0a26aa27d5f,51.52407179999999,-0.0838247999999999,Old Street Underground Station,0.34
a36329076fdfcdb1fca04c5a37fbbf51,51.5302156,-0.249337,Willesden Junction Underground Station,0.42
62019476bdc171270e9e388e077629a0,51.5034605,-0.2639256,Chiswick Park Underground Station,1.02
a21c80946b0e23aa58e6d5217e6902be,51.4028618,-0.0880664,Harrington Road Tram Stop,1.93
6f0f128d8c248c7ae804898f1ff33c34,51.5075447,-0.2282193,Shepherd's Bush Market Underground Station,0.25
410ba617b73843822e702afe32fac5d4,51.6359737,-0.1002426,Southgate Underground Station,1.95
a21c80946b0e23aa58e6d5217e6902be,51.4028618,-0.0880664,Harrington Road Tram Stop,1.93
e0b7d32da23b60edd180b3ce766a55b3,51.5086937,-0.1484713,Green Park Underground Station,0.44
71da0b062e6f7f4419e06e9b89383bba,51.4305529,0.0241874,,inf
f0aa022e10e5373c7ed5f1de4c740d6b,51.5023572,-0.0254833,Heron Quays DLR Station,0.3
57c90760536288862bbc19457fe645d8,51.5086937,-0.1484713,Green Park Underground Station,0.44
47785b7ad9bd5d9d641b797c88b9aa30,51.5357445,-0.0878334,Old Street Underground Station,1.1
23a240f0e0406668cb96128976ba19ea,51.4876896,-0.0867933999999999,Elephant & Castle Underground Station,1.22
33bcc88ac53488c10e0bf832adcd7e6d,51.4916327,-0.1286456,Pimlico Underground Station,0.45
246c7d712de933b33216863a34fb8e36,51.5045588,-0.115684,Waterloo Underground Station,0.15
cd1211433b453840f40fe2e4b96d785e,51.4827855,-0.1704924,South Kensington Underground Station,1.28
c92b4f9dd0b9694f89e26575cd09fa22,51.5958814,-0.2412236,Colindale Underground Station,0.6
41ec5343633a8fc983b9eaa34ec2aa54,51.5144827,-0.3329709,,inf
c85c9fa2e73337f693bb57b27513cbec,51.5570824,-0.1628346,Belsize Park Underground Station,0.76
d52ede55eab5861167c89b70e7042c71,51.5013494,-0.1052517,Southwark Underground Station,0.32
8918bf01c6cbae2f5731506a8c8091ed,35.349047,-80.1744032,,
3456d11b5546257f2ebaf8ce3de6cdd9,51.5003349,-0.0177778,South Quay DLR Station,0.13
7bde7baa1b328ba32bd0b4f678975d95,51.5251943,-0.0102262,Bromley-by-Bow Underground Station,0.1
417686ec1c9e8314e3e51aec4b5a0688,51.5470572,-0.2006267,Kilburn Underground Station,0.25
6d627f2e3459975dbd9007e27fffcb1c,51.5097502,-0.017595,Poplar DLR Station,0.22
19d0a2349b0401b1707b6160e6c241b8,51.5098225,-0.0285831,Westferry DLR Station,0.13
4788c824f273228b00bc6e55ae34f2b0,51.4597574,-0.137753,Clapham Common Underground Station,0.22
07c71162fdd43c7fcac59aa3cbd4f56b,51.4310788,-0.1504307,Tooting Bec Underground Station,0.82
1a819f17751034141e0cdcc88f43053c,51.550454,0.0001526,Leyton Underground Station,0.79
0e3ee42aea9cd6a4dadc673bb0e34415,51.5009972,-0.0227421,Heron Quays DLR Station,0.28
9558c25a1176c0c3aee1776e1d1a9490,51.5079423,-0.0661339,Tower Gateway DLR Station,0.67
6f8a9f3d9e9ff3b80aa96b325cd632d6,51.4956573,-0.2129913,Kensington (Olympia) Underground Station,0.3
b9cb4c11d11f1553995903bf36551e25,51.5395636,-0.1237271,King's Cross St. Pancras Underground Station,0.99
25b3639b33fc8fca3a02ae15e4543d0d,51.5185811,-0.0265029,Devons Road DLR Station,0.77
f14fb79153a913e195affdb38c1a6bcc,51.4980346,-0.021323,South Quay DLR Station,0.43
5aacb82cb86454a60c09d828da1491ee,51.4551446,-0.1237864,Brixton Underground Station,1.04
acb2f2f52a8bd308c8b3d0fd7680e53e,51.5427393,-0.0094111,Stratford International DLR Station,0.28
93569dc28f53debd3e0b5d7d7de58661,51.59014879999999,-0.0602934,Tottenham Hale Underground Station,0.23
3ae3bbe87d97ced7d16c79d56bdc7d60,51.59014879999999,-0.0602934,Tottenham Hale Underground Station,0.23
3951b2739b6c27f5cf2ba78dbc00e8f2,51.4912201,-0.2700585,Gunnersbury Underground Station,0.37
8a66daf00076294781b14c9ff269f7de,51.5980612,-0.1964634,Finchley Central Underground Station,0.42
3aba62752a0f216efc73ded16844ec3a,51.6035245,-0.1978154,Finchley Central Underground Station,0.47
4e87aba5968256e83c07de7231983fae,51.5395636,-0.1237271,King's Cross St. Pancras Underground Station,0.99
1df211de7b999ea1b2532d4ce96896bb,51.496742,-0.0963296,Elephant & Castle Underground Station,0.39
80d5cbe94d831b6e2c7c7025b6d2f0d8,51.5427393,-0.0094111,Stratford International DLR Station,0.28
35d55d1419d3243c68ac83834766098a,51.5427393,-0.0094111,Stratford International DLR Station,0.28
52eb52086bfd90d39a373538813976d7,51.5585575,-0.1190023,Holloway Road Underground Station,0.76
75b6f696837a5ff0f9ba328d5a123ee3,51.5779679,-0.1987348,Golders Green Underground Station,0.71
df3d109dbcf27b5a77c2b322cae1355f,51.4562558,-0.2264505,East Putney Underground Station,1.12
37a6079a30b03f9b153453f91f6e5235,51.4124316,-0.1430596,,inf
3e9156e3f2101247368cb33f1af3d827,51.6048047,-0.0577017999999999,Tottenham Hale Underground Station,1.87
f249b7ee3896243a10541ca850c3379e,51.5038645,-0.0783027999999999,Tower Hill Underground Station,0.69
200d069bd7911ab9584f956237610a27,51.5525173,-0.2384087,Dollis Hill Underground Station,0.08
e13193b6c73d016a8dfa6edd7e7f8855,51.4587106,-0.3058768,Richmond Underground Station,0.59
00cf22db473cbade23b1f5049b72c045,51.5427393,-0.0094111,Stratford International DLR Station,0.28
96d5e4c0bdebc96bac0090bffb2cd758,51.4629852,-0.1591532,Clapham South Underground Station,1.4
8eaca6cf95fdfef54e54e769167bb27d,51.541583,-0.0073942,Stratford Underground Station,0.27
92d48e04882d4f6d131a50adcce896c1,51.4856987,-0.3085777,Northfields Underground Station,1.57
c72522aa341495e44afffe74f03d1b94,51.5616024,-0.1165183,Arsenal Underground Station,0.71
625ce6512a60fcdf00fc45b0602bd0b4,51.5937881,-0.0783317,Seven Sisters Underground Station,1.23
df1cdb4ef56cf6df271b2435a6178690,51.4904468,-0.1223724,Vauxhall Underground Station,0.54
4be806273e132bf918cab3659070ca9e,51.5103823,-0.3183224,Northfields Underground Station,1.26
45444e4e6cc9bdc897a955a1d0a48bea,51.4220139,-0.3027941,,inf
95fc39b4e8cf277a63eaf9eeab13163d,51.5475287,-0.1599278,Belsize Park Underground Station,0.45
f00b43d910a6268148f6359ca86c01b6,51.4896537,-0.2062293,West Kensington Underground Station,0.09
d6eb371db4623a5eea39a5e4a2c3c8a5,51.6045758,-0.258473,Burnt Oak Underground Station,0.44
e803e53cc508aa02c1cba0c7eb804e81,51.4752881,-0.0511955,Deptford Bridge DLR Station,2.0
61693f56bb5d875f8332b594fb290620,51.4574495,-0.1286397,Clapham Common Underground Station,0.82
33884c7a67961aa6fb7d4eed872bdbed,51.4131594,-0.196696,Merton Park Tram Stop,0.32
ac7632244ae4f0a93842422f2ab24c28,51.4858859,-0.1097565,Kennington Underground Station,0.38
d1ea6f3968a16cfd8c347c19031435cf,51.4875443,-0.0880464,Elephant & Castle Underground Station,1.17
f20553394112629332a309b112ac75a0,51.5892456,-0.0615322,Tottenham Hale Underground Station,0.16
0719496b853520452c63251ef6efadcd,51.4983409,-0.0188605,South Quay DLR Station,0.28
ee604be9abaf6bd1c415d1f6a6ddefba,51.5461792,-0.1223832,Caledonian Road Underground Station,0.37
b43f0e9f7f79adb1902765efda7b827c,51.549686,-0.2065839,Kilburn Underground Station,0.32
9b9b019e2c25b762bf68cba115c41608,51.4942205,-0.1566182,Sloane Square Underground Station,0.22
b1ee93a2a6dc17df6f24277fb20f3564,51.5154515,0.0113924,Canning Town DLR Station,0.27
9498f62534813b498f81aa2be0dcbc64,51.5316438,-0.2263187,Kensal Green Underground Station,0.15
24fec333e79255e2e0d763e836644203,51.5180984,-0.0563644,Whitechapel Underground Station,0.3
e5f202178058f270b0a602070cd91883,51.5352699,-0.0931155,Angel Underground Station,0.93
51cdcccf17bbe4d9796cad906b661b34,51.557356,-0.1032715,Arsenal Underground Station,0.32
f91dc92527990b2ae1f932c222af25da,51.4571411,-0.0522004,,inf
7e050b337dbefc3645208e3acea6afa3,51.5462099,-0.1188166,Caledonian Road Underground Station,0.26
0a6eae79951ec2c769f2e099368f9551,51.5348754,-0.1148298,Angel Underground Station,0.67
